title,isbn,pageCount,publishedDate,thumbnailUrl,shortDescription,longDescription,status,authors,categories
Learn Powershell Toolmaking In A Month Of Lunches,1617291161,0.0,2012-12-12 08:00:00+00:00,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/jones4.jpg,No description available,No description available,PUBLISH,"don jones, jeffery hicks",desconocido
Cmis And Apache Chemistry In Action,1617291153,0.0,desconocido,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/mueller.jpg,No description available,No description available,PUBLISH,"florian müller, jay brown, jeff potts",desconocido
Action Guide (Aka Vb .Net),1930110324,0.0,desconocido,No thumbnail available,No description available,No description available,PUBLISH,paul messick,desconocido
Learn Active Directory Management In A Month Of Lunches,1617291196,0.0,desconocido,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/siddaway3.jpg,No description available,No description available,PUBLISH,richard siddaway,desconocido
"Spring In Action, Fourth Edition",161729120X,0.0,desconocido,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/walls5.jpg,No description available,No description available,MEAP,craig walls,desconocido
The Mikado Method,1617291218,0.0,2014-03-05 08:00:00+00:00,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/ellnestam.jpg,No description available,No description available,PUBLISH,"ola ellnestam, daniel brolund",desconocido
The Responsive Web,1617291242,0.0,desconocido,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/carver.jpg,No description available,No description available,MEAP,matthew carver,desconocido
Fast Asp.Net Websites,1617291250,0.0,2013-08-29 07:00:00+00:00,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/hume.jpg,No description available,No description available,PUBLISH,dean alan hume,desconocido
Sbt In Action,1617291277,0.0,desconocido,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/suereth2.jpg,No description available,No description available,MEAP,"joshua suereth, matthew farwell",desconocido
Powershell Deep Dives,1617291315,0.0,desconocido,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/hicks.jpg,No description available,No description available,PUBLISH,"edited by jeffery hicks, richard siddaway, oisin grehan, , aleksandar nikolic",desconocido
Gradle In Action,1617291307,0.0,2014-02-18 08:00:00+00:00,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/muschko.jpg,No description available,No description available,PUBLISH,benjamin muschko,desconocido
Scalatra In Action,1617291293,0.0,desconocido,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/carrero2.jpg,No description available,No description available,MEAP,"ivan porto carrero, ross a. baker, dave hrycyszyn, stefan ollinger, , jared armstrong",desconocido
Angularjs In Action,1617291331,0.0,desconocido,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/bford.jpg,No description available,No description available,MEAP,"brian ford, lukas ruebbelke",desconocido
Software Development Metrics,1617291358,0.0,desconocido,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/nicolette.jpg,No description available,No description available,MEAP,david nicolette,desconocido
F# Deep Dives,1617291323,0.0,desconocido,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/petricek_trelford.jpg,No description available,No description available,MEAP,"tomas petricek, phillip trelford",desconocido
"C# In Depth, Third Edition",161729134X,0.0,2013-09-19 07:00:00+00:00,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/skeet3.jpg,No description available,No description available,PUBLISH,jon skeet,desconocido
"Postgis In Action, Second Edition",1617291390,0.0,desconocido,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/obe2.jpg,No description available,No description available,MEAP,"regina obe, leo hsu",desconocido
"R In Action, Second Edition",1617291382,0.0,desconocido,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/kabacoff2.jpg,No description available,No description available,MEAP,robert kabacoff,desconocido
"The Joy Of Clojure, Second Edition",1617291412,0.0,2014-05-29 07:00:00+00:00,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/fogus2.jpg,No description available,No description available,PUBLISH,"michael fogus, chris houser",desconocido
Ios 7 In Action,1617291420,0.0,2014-04-03 07:00:00+00:00,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/lim2.jpg,No description available,No description available,PUBLISH,"brendan g. lim, martin conte mac donell",desconocido
Hello App Inventor!,1617291439,0.0,desconocido,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/beer.jpg,No description available,No description available,MEAP,"paula beer, carl simmons",desconocido
Ember.Js In Action,1617291455,0.0,2014-06-10 07:00:00+00:00,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/skeie.jpg,No description available,No description available,PUBLISH,joachim haagen skeie,desconocido
Netty In Action,1617291471,0.0,desconocido,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/maurer.jpg,No description available,No description available,MEAP,"norman maurer, courtney robinson",desconocido
Ravendb In Action,1617291501,0.0,desconocido,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/syn-hershko.jpg,No description available,No description available,MEAP,itamar syn-hershko,desconocido
Ocp Java Se 7 Programmer Ii Certification Guide,161729148X,0.0,desconocido,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/gupta2.jpg,No description available,No description available,MEAP,mala gupta,desconocido
Backbone.Js In Action,1617291536,0.0,desconocido,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/breed.jpg,No description available,No description available,MEAP,"samuel m. breed, cole krumbholz, , phillip whisenhunt",desconocido
"Clojure In Action, Second Edition",1617291528,0.0,desconocido,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/rathore2.jpg,No description available,No description available,MEAP,amit rathore,desconocido
Practical Data Science With R,1617291560,0.0,2014-04-02 07:00:00+00:00,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/zumel.jpg,No description available,No description available,PUBLISH,"nina zumel, john mount",desconocido
Secrets Of The Javascript Ninja Pbook Upgrade,No ISBN,0.0,desconocido,No thumbnail available,No description available,No description available,PUBLISH,desconocido,desconocido
Arcgis Web Development,1617291617,0.0,desconocido,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/rubalcava.jpg,No description available,No description available,MEAP,rene rubalcava,desconocido
Elasticsearch In Action,1617291625,0.0,desconocido,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/hinman.jpg,No description available,No description available,MEAP,"radu gheorghe, matthew lee hinman",desconocido
Learn Sccm 2012 In A Month Of Lunches,1617291684,0.0,desconocido,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/bannan.jpg,No description available,No description available,MEAP,james bannan,desconocido
Programming For Musicians And Digital Artists,1617291706,0.0,desconocido,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/kapur.jpg,No description available,No description available,MEAP,"ajay kapur, perry cook, spencer salazar, , ge wang",desconocido
Bdd In Action,161729165X,0.0,desconocido,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/smart.jpg,No description available,No description available,MEAP,john f. smart,desconocido
Windows Phone 8 In Action,1617291374,0.0,2013-12-31 08:00:00+00:00,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/binkley.jpg,No description available,No description available,PUBLISH,"timothy binkley-jones, massimo perga, michael sync, adam benoit",desconocido
Titanium Alloy In Action,1617291749,0.0,desconocido,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/alcocer.jpg,No description available,No description available,MEAP,ricardo alcocer,desconocido
Giraph In Action,1617291757,0.0,desconocido,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/martella.jpg,No description available,No description available,MEAP,"claudio martella, roman shaposhnik, , dionysios logothetis",desconocido
"The Well-Grounded Rubyist, Second Edition",1617291692,0.0,2014-06-24 07:00:00+00:00,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/black3.jpg,No description available,No description available,PUBLISH,david a. black,desconocido
Go In Action,1617291781,0.0,desconocido,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/ketelsen.jpg,No description available,No description available,MEAP,"brian ketelsen, erik st. martin, , william kennedy",desconocido
